id;lat;lng;time;plastico objeto ;medusas;otros;plastico agregados;boyas
ID_36;41,37;2,15;2022-06-03T00:00:00;0;7;5;1;8
ID_37;41,36;2,18;2023-02-27T00:00:00;1;5;3;3;4
ID_38;41,35;2,15;2022-04-30T00:00:00;0;6;2;9;2
ID_39;41,37;2,14;2022-02-21T00:00:00;0;1;6;7;6
ID_40;41,37;2,18;2022-12-30T00:00:00;0;2;8;0;8
ID_41;41,35;2,18;2022-01-11T00:00:00;0;2;3;10;9
ID_42;41,32;2,15;2022-08-01T00:00:00;5;4;10;0;7
ID_43;41,36;2,17;2022-12-23T00:00:00;8;6;4;7;5
ID_44;41,32;2,17;2022-06-15T00:00:00;0;10;5;4;9
ID_45;41,35;2,15;2022-10-11T00:00:00;0;4;0;1;2
ID_46;41,37;2,14;2023-01-30T00:00:00;3;10;2;9;2
ID_47;41,33;2,17;2023-02-27T00:00:00;5;10;9;7;8
ID_48;41,32;2,18;2022-04-16T00:00:00;7;10;0;0;4
ID_49;41,37;2,14;2022-02-12T00:00:00;6;8;1;3;1
ID_50;41,32;2,15;2022-08-04T00:00:00;0;6;9;5;6
ID_51;41,31;2,14;2022-08-07T00:00:00;8;0;1;6;3
ID_52;41,33;2,16;2022-06-05T00:00:00;6;10;8;10;2
ID_53;41,30;2,18;2022-04-20T00:00:00;7;10;6;3;3
ID_54;41,37;2,14;2022-09-07T00:00:00;2;5;1;7;0
ID_55;41,37;2,17;2023-02-05T00:00:00;8;1;5;8;1
ID_56;41,29;2,17;2022-08-16T00:00:00;1;9;9;0;9
ID_57;41,35;2,16;2022-01-12T00:00:00;2;8;2;8;8
ID_58;41,31;2,14;2023-01-02T00:00:00;10;10;1;0;0
ID_59;41,33;2,17;2022-09-11T00:00:00;9;6;8;8;4
ID_60;41,35;2,16;2022-10-11T00:00:00;5;8;10;8;4
ID_61;41,30;2,17;2022-03-04T00:00:00;2;9;6;6;5
ID_62;41,29;2,14;2022-01-28T00:00:00;4;1;10;4;0
ID_63;41,30;2,16;2022-11-23T00:00:00;1;10;9;6;5
ID_64;41,32;2,17;2022-04-07T00:00:00;2;6;8;9;5
ID_65;41,37;2,18;2022-03-20T00:00:00;0;4;5;10;8
ID_66;41,29;2,16;2023-01-18T00:00:00;3;6;7;3;7
ID_67;41,32;2,18;2023-02-23T00:00:00;7;2;0;9;3
ID_68;41,29;2,15;2022-11-14T00:00:00;3;3;3;8;3
ID_69;41,32;2,17;2022-08-06T00:00:00;10;7;6;3;10
ID_70;41,34;2,18;2023-02-08T00:00:00;3;1;5;8;10
ID_71;41,36;2,17;2022-06-05T00:00:00;10;3;4;2;5
ID_72;41,32;2,15;2022-04-02T00:00:00;1;7;3;8;1
ID_73;41,31;2,16;2023-02-15T00:00:00;8;0;2;0;4
ID_74;41,29;2,14;2023-02-26T00:00:00;1;1;2;4;4
ID_75;41,29;2,16;2022-06-06T00:00:00;4;4;10;3;6
ID_76;41,37;2,15;2023-02-15T00:00:00;10;8;2;0;3
ID_77;41,31;2,16;2022-03-07T00:00:00;1;1;3;9;2
ID_78;41,37;2,18;2022-08-19T00:00:00;5;2;6;7;10
ID_79;41,34;2,16;2023-01-01T00:00:00;7;2;2;7;3
ID_80;41,32;2,18;2022-01-24T00:00:00;8;6;1;10;7
ID_81;41,35;2,17;2022-11-12T00:00:00;1;7;8;0;3
ID_82;41,36;2,14;2022-12-31T00:00:00;0;5;3;1;3
ID_83;41,29;2,18;2022-01-20T00:00:00;0;8;10;9;3
ID_84;41,29;2,16;2022-09-22T00:00:00;3;2;5;2;7
ID_85;41,36;2,18;2022-03-09T00:00:00;9;8;3;7;6
ID_86;41,33;2,14;2022-01-08T00:00:00;5;1;3;7;1
ID_87;41,36;2,16;2022-08-05T00:00:00;10;8;5;5;7
ID_88;41,30;2,15;2022-09-10T00:00:00;2;0;5;5;10
ID_89;41,36;2,18;2022-12-31T00:00:00;5;10;6;0;2
ID_90;41,31;2,16;2022-10-30T00:00:00;6;10;1;5;10
ID_91;41,33;2,17;2022-02-25T00:00:00;1;0;8;9;1
ID_92;41,34;2,16;2022-04-26T00:00:00;7;5;7;5;9
ID_93;41,34;2,18;2022-04-01T00:00:00;1;3;3;4;5
ID_94;41,37;2,14;2023-02-20T00:00:00;1;1;9;10;10
ID_95;41,35;2,17;2022-08-28T00:00:00;5;1;0;0;5
ID_96;41,31;2,17;2022-04-18T00:00:00;10;1;10;3;9
ID_97;41,36;2,16;2023-02-27T00:00:00;2;9;6;0;9
ID_98;41,29;2,17;2022-03-23T00:00:00;6;7;4;8;2
ID_99;41,32;2,14;2022-10-19T00:00:00;8;9;9;10;3
ID_100;41,36;2,16;2023-02-17T00:00:00;2;4;0;2;7
ID_101;41,37;2,17;2022-03-29T00:00:00;6;8;7;3;9
ID_102;41,35;2,18;2022-05-15T00:00:00;10;3;8;2;8
ID_103;41,37;2,15;2022-07-12T00:00:00;3;10;10;2;6
ID_104;41,34;2,18;2022-07-01T00:00:00;6;8;10;1;4
ID_105;41,34;2,18;2022-05-16T00:00:00;4;0;10;6;9
ID_106;41,37;2,14;2022-07-31T00:00:00;10;4;10;0;6
ID_107;41,33;2,18;2022-02-09T00:00:00;2;4;3;7;1
ID_108;41,36;2,18;2023-01-01T00:00:00;1;10;7;9;9
ID_109;41,30;2,15;2022-09-27T00:00:00;1;0;6;0;10
ID_110;41,32;2,15;2022-12-31T00:00:00;2;7;7;2;7
ID_111;41,29;2,15;2023-02-25T00:00:00;1;5;8;2;7
ID_112;41,31;2,15;2022-08-11T00:00:00;4;7;4;1;1
ID_113;41,34;2,17;2022-03-01T00:00:00;2;0;4;0;9
ID_114;41,37;2,15;2022-01-08T00:00:00;2;3;3;6;9
ID_115;41,36;2,18;2022-07-16T00:00:00;3;9;3;1;7
ID_116;41,37;2,18;2023-02-13T00:00:00;5;5;8;2;6
ID_117;41,35;2,15;2023-01-01T00:00:00;3;2;3;10;3
ID_118;41,35;2,17;2023-01-28T00:00:00;9;7;6;10;2
ID_119;41,33;2,15;2023-02-12T00:00:00;5;4;5;8;10
ID_120;41,34;2,15;2022-12-03T00:00:00;3;9;9;2;10
ID_121;41,32;2,14;2022-12-26T00:00:00;8;8;1;1;5
ID_122;41,37;2,14;2023-01-29T00:00:00;7;7;5;7;4
ID_123;41,36;2,14;2023-01-11T00:00:00;7;4;9;2;10
ID_124;41,37;2,17;2023-01-14T00:00:00;1;3;1;7;6
ID_125;41,36;2,18;2022-07-07T00:00:00;9;7;8;9;5
ID_126;41,32;2,15;2022-01-17T00:00:00;7;5;5;8;2
ID_127;41,32;2,15;2022-03-06T00:00:00;8;8;8;0;0
ID_128;41,35;2,14;2022-07-10T00:00:00;1;3;5;3;2
ID_129;41,36;2,16;2022-05-11T00:00:00;9;7;5;5;7
ID_130;41,32;2,14;2023-01-14T00:00:00;4;4;6;10;10
ID_131;41,34;2,14;2022-01-09T00:00:00;0;6;4;6;2
ID_132;41,32;2,17;2022-12-05T00:00:00;6;10;1;10;1
ID_133;41,29;2,17;2023-02-09T00:00:00;5;2;7;0;0
ID_134;41,37;2,17;2022-11-27T00:00:00;9;3;5;7;2
ID_135;41,37;2,18;2022-04-17T00:00:00;9;0;7;10;1
ID_136;41,37;2,18;2023-03-01T00:00:00;3;3;10;9;9
ID_137;41,31;2,15;2022-12-03T00:00:00;8;5;3;4;7
ID_138;41,37;2,17;2023-02-20T00:00:00;10;1;0;3;10
ID_139;41,35;2,14;2022-09-12T00:00:00;9;1;9;1;3
ID_140;41,29;2,14;2022-12-15T00:00:00;9;9;1;8;5
ID_141;41,35;2,18;2022-03-27T00:00:00;6;1;9;8;7
ID_142;41,34;2,15;2022-07-19T00:00:00;10;8;4;2;10
ID_143;41,33;2,18;2022-10-13T00:00:00;10;4;7;9;9
ID_144;41,29;2,15;2023-01-03T00:00:00;6;0;10;2;3
ID_145;41,31;2,18;2022-06-25T00:00:00;10;2;9;7;9
ID_146;41,37;2,17;2022-03-20T00:00:00;2;4;1;8;8
ID_147;41,32;2,18;2022-12-09T00:00:00;9;5;5;7;1
ID_148;41,37;2,16;2022-05-17T00:00:00;4;10;4;8;4
ID_149;41,35;2,18;2022-10-01T00:00:00;0;0;10;0;1
ID_150;41,33;2,17;2022-10-07T00:00:00;7;8;1;0;7
ID_151;41,37;2,18;2023-02-16T00:00:00;2;7;8;7;10
ID_152;41,32;2,16;2022-09-21T00:00:00;3;3;0;3;1
ID_153;41,37;2,14;2022-01-29T00:00:00;1;4;1;10;9
ID_154;41,34;2,17;2022-05-12T00:00:00;4;2;2;5;10
ID_155;41,30;2,15;2022-05-24T00:00:00;6;1;9;9;9
ID_156;41,34;2,16;2022-11-21T00:00:00;1;0;10;0;10
ID_157;41,37;2,15;2022-05-07T00:00:00;1;2;7;3;6
ID_158;41,33;2,18;2022-10-23T00:00:00;0;6;1;1;7
ID_159;41,36;2,15;2022-04-10T00:00:00;1;2;2;7;0
ID_160;41,37;2,18;2022-11-14T00:00:00;5;4;10;2;0
ID_161;41,30;2,16;2022-05-31T00:00:00;4;4;9;4;7
ID_162;41,37;2,17;2023-02-11T00:00:00;9;7;8;3;2
ID_163;41,34;2,14;2022-11-24T00:00:00;1;1;9;6;3
ID_164;41,37;2,17;2022-06-05T00:00:00;7;5;7;1;3
ID_165;41,37;2,18;2022-09-21T00:00:00;0;6;4;10;4
ID_166;41,30;2,14;2022-08-09T00:00:00;7;5;0;0;6
ID_167;41,36;2,15;2022-02-23T00:00:00;5;4;5;7;7
ID_168;41,29;2,18;2023-02-08T00:00:00;5;1;2;4;6
ID_169;41,33;2,17;2022-09-15T00:00:00;10;8;6;1;5
ID_170;41,29;2,14;2022-06-24T00:00:00;7;10;3;5;10
ID_171;41,34;2,15;2022-08-31T00:00:00;5;6;9;4;2
ID_172;41,35;2,17;2022-07-23T00:00:00;2;9;1;0;5
ID_173;41,36;2,17;2022-08-24T00:00:00;3;7;5;0;2
ID_174;41,29;2,16;2022-09-06T00:00:00;8;5;1;4;4
ID_175;41,37;2,17;2022-04-20T00:00:00;10;2;10;8;0
ID_176;41,33;2,15;2022-01-15T00:00:00;6;1;2;5;7
ID_177;41,33;2,14;2022-02-12T00:00:00;8;10;6;10;1
ID_178;41,32;2,15;2022-10-22T00:00:00;1;0;6;7;5
ID_179;41,34;2,14;2022-11-26T00:00:00;5;10;1;5;7
ID_180;41,29;2,14;2022-08-17T00:00:00;10;4;6;6;2
ID_181;41,36;2,15;2022-11-22T00:00:00;1;7;0;10;1
ID_182;41,36;2,18;2022-07-13T00:00:00;1;7;4;10;0
ID_183;41,32;2,16;2023-01-14T00:00:00;9;2;4;1;10
ID_184;41,30;2,15;2022-06-09T00:00:00;2;7;9;10;1
ID_185;41,35;2,15;2022-12-05T00:00:00;3;6;6;5;7
ID_186;41,36;2,17;2022-07-26T00:00:00;9;3;10;1;6
ID_187;41,35;2,15;2022-09-28T00:00:00;5;9;1;0;1
ID_188;41,30;2,17;2023-01-28T00:00:00;0;3;1;4;10
ID_189;41,37;2,18;2022-02-08T00:00:00;4;2;0;6;4
ID_190;41,33;2,15;2023-02-07T00:00:00;9;8;3;1;0
ID_191;41,31;2,14;2022-12-02T00:00:00;2;3;10;9;8
ID_192;41,36;2,17;2022-06-02T00:00:00;9;8;10;4;9
ID_193;41,32;2,14;2022-08-22T00:00:00;8;9;8;0;2
ID_194;41,35;2,14;2022-05-26T00:00:00;4;1;8;9;6
ID_195;41,36;2,18;2022-12-16T00:00:00;7;1;4;9;0
ID_196;41,30;2,14;2023-01-15T00:00:00;5;4;6;1;5
ID_197;41,31;2,17;2022-03-10T00:00:00;3;10;7;2;4
ID_198;41,33;2,17;2022-12-20T00:00:00;8;7;2;8;0
ID_199;41,31;2,14;2022-11-17T00:00:00;10;6;0;0;0
ID_200;41,34;2,16;2022-12-03T00:00:00;5;7;4;0;5
ID_201;41,36;2,15;2022-02-21T00:00:00;10;7;5;10;4
ID_202;41,35;2,17;2022-04-10T00:00:00;8;2;10;2;2
ID_203;41,36;2,17;2023-02-28T00:00:00;6;0;4;5;5
ID_204;41,30;2,15;2022-12-24T00:00:00;6;7;6;5;8
ID_205;41,36;2,16;2022-06-23T00:00:00;4;9;1;9;1
ID_206;41,29;2,15;2022-09-02T00:00:00;4;6;5;3;7
ID_207;41,29;2,16;2023-01-13T00:00:00;9;7;3;10;10
ID_208;41,33;2,16;2023-02-23T00:00:00;5;3;2;2;6
ID_209;41,34;2,15;2022-08-17T00:00:00;6;8;0;9;0
ID_210;41,36;2,15;2022-10-01T00:00:00;1;1;2;6;3
ID_211;41,29;2,18;2022-12-19T00:00:00;7;8;9;1;3
ID_212;41,32;2,14;2022-11-16T00:00:00;0;5;8;0;8
ID_213;41,32;2,16;2022-02-13T00:00:00;8;9;5;0;5
ID_214;41,36;2,14;2022-09-03T00:00:00;3;4;7;10;7
ID_215;41,32;2,18;2022-09-27T00:00:00;7;6;5;0;7
ID_216;41,32;2,14;2022-12-21T00:00:00;0;2;7;8;9
ID_217;41,32;2,18;2022-02-28T00:00:00;9;6;6;7;0
ID_218;41,35;2,18;2022-06-20T00:00:00;2;8;3;1;0
ID_219;41,36;2,16;2022-09-04T00:00:00;9;5;7;10;9
ID_220;41,36;2,18;2022-10-22T00:00:00;2;9;4;5;6
ID_221;41,36;2,18;2022-11-23T00:00:00;9;5;0;8;5
ID_222;41,32;2,14;2022-06-10T00:00:00;4;4;4;3;9
ID_223;41,29;2,14;2023-01-07T00:00:00;10;5;3;10;10
ID_224;41,37;2,18;2022-06-09T00:00:00;5;3;4;1;7
ID_225;41,36;2,15;2022-01-10T00:00:00;5;5;4;8;2
ID_226;41,35;2,16;2022-03-08T00:00:00;1;9;0;0;0
ID_227;41,36;2,15;2022-10-12T00:00:00;10;1;0;4;2
ID_228;41,32;2,16;2022-10-26T00:00:00;3;5;0;0;3
ID_229;41,30;2,18;2022-09-09T00:00:00;2;7;0;6;7
ID_230;41,36;2,18;2022-07-25T00:00:00;3;0;8;5;5
ID_231;41,31;2,15;2023-02-04T00:00:00;2;8;2;3;3
ID_232;41,36;2,14;2022-05-25T00:00:00;4;8;0;2;5
ID_233;41,31;2,15;2022-12-17T00:00:00;7;1;2;0;4
ID_234;41,32;2,18;2023-02-25T00:00:00;9;1;10;6;7
ID_235;41,29;2,16;2023-01-26T00:00:00;2;2;7;3;3
ID_236;41,36;2,16;2022-08-23T00:00:00;2;6;3;1;2
ID_237;41,36;2,16;2022-04-22T00:00:00;1;7;10;10;6
ID_238;41,37;2,18;2023-01-08T00:00:00;7;0;8;6;2
ID_239;41,33;2,18;2022-05-07T00:00:00;6;5;1;8;5
ID_240;41,30;2,16;2022-04-09T00:00:00;10;4;4;8;10
ID_241;41,37;2,18;2022-02-14T00:00:00;5;3;0;7;5
ID_242;41,36;2,14;2022-07-26T00:00:00;8;10;4;8;0
ID_243;41,33;2,17;2022-10-29T00:00:00;7;5;2;10;1
ID_244;41,33;2,18;2022-02-16T00:00:00;7;9;6;8;10
ID_245;41,34;2,17;2022-11-08T00:00:00;0;8;0;5;4
ID_246;41,30;2,18;2022-10-02T00:00:00;2;3;6;10;2
ID_247;41,34;2,15;2022-08-04T00:00:00;0;10;3;2;7
ID_248;41,34;2,16;2022-01-26T00:00:00;9;8;1;9;7
ID_249;41,30;2,15;2022-05-14T00:00:00;4;5;10;9;3
ID_250;41,37;2,14;2022-07-07T00:00:00;8;7;4;1;4
ID_251;41,36;2,16;2022-08-19T00:00:00;10;8;0;6;1
ID_252;41,30;2,16;2022-08-20T00:00:00;7;9;3;0;2
ID_253;41,35;2,17;2022-01-15T00:00:00;0;3;1;6;10
ID_254;41,36;2,14;2022-12-01T00:00:00;1;9;10;3;5
ID_255;41,33;2,18;2022-03-26T00:00:00;3;3;0;2;2
ID_256;41,36;2,17;2022-09-16T00:00:00;10;7;7;6;2
ID_257;41,32;2,16;2023-01-14T00:00:00;7;8;4;0;3
ID_258;41,29;2,18;2022-05-03T00:00:00;8;1;6;7;3
ID_259;41,34;2,16;2022-12-12T00:00:00;3;3;3;2;5
ID_260;41,30;2,18;2023-01-19T00:00:00;0;8;2;10;1
ID_261;41,34;2,15;2022-06-29T00:00:00;1;5;8;10;6
ID_262;41,30;2,16;2023-01-15T00:00:00;9;10;1;6;1
ID_263;41,31;2,17;2022-04-13T00:00:00;8;9;0;9;2
ID_264;41,31;2,14;2022-10-01T00:00:00;3;9;9;10;8
ID_265;41,37;2,18;2022-09-04T00:00:00;7;5;5;6;6
ID_266;41,31;2,16;2022-04-18T00:00:00;7;5;3;8;9
ID_267;41,29;2,18;2022-08-16T00:00:00;2;7;10;7;3
ID_268;41,37;2,14;2022-01-01T00:00:00;8;8;4;8;0
ID_269;41,32;2,18;2022-09-12T00:00:00;7;10;5;3;3
ID_270;41,31;2,15;2022-01-24T00:00:00;2;3;9;7;10
ID_271;41,32;2,14;2022-09-28T00:00:00;0;0;6;7;2
ID_272;41,35;2,14;2022-05-15T00:00:00;9;9;2;10;0
ID_273;41,33;2,17;2022-08-26T00:00:00;9;5;2;4;9
ID_274;41,32;2,17;2022-01-21T00:00:00;10;9;6;5;9
ID_275;41,35;2,14;2022-12-13T00:00:00;8;4;0;1;9
ID_276;41,33;2,15;2022-06-13T00:00:00;2;0;1;1;0
ID_277;41,31;2,15;2022-02-08T00:00:00;4;8;6;7;5
ID_278;41,29;2,17;2022-10-05T00:00:00;0;10;10;7;5
ID_279;41,30;2,17;2022-12-25T00:00:00;7;5;3;5;8
ID_280;41,33;2,17;2022-07-13T00:00:00;9;1;7;5;9
ID_281;41,31;2,16;2022-03-21T00:00:00;9;7;3;10;5
ID_282;41,30;2,18;2023-02-16T00:00:00;10;7;0;2;9
ID_283;41,37;2,14;2022-10-23T00:00:00;4;5;8;0;5
ID_284;41,29;2,15;2022-03-15T00:00:00;6;6;2;1;9
ID_285;41,32;2,16;2022-03-02T00:00:00;5;1;0;2;0
ID_286;41,35;2,15;2022-10-16T00:00:00;2;1;8;10;8
ID_287;41,34;2,18;2022-07-03T00:00:00;5;9;3;2;8
ID_288;41,35;2,14;2023-01-27T00:00:00;10;1;0;2;6
ID_289;41,35;2,14;2022-09-04T00:00:00;9;10;5;9;10
ID_290;41,37;2,18;2022-11-22T00:00:00;10;4;2;5;3
ID_291;41,35;2,18;2022-10-30T00:00:00;7;10;2;0;1
ID_292;41,30;2,17;2022-11-06T00:00:00;4;4;8;10;0
ID_293;41,33;2,15;2022-01-14T00:00:00;0;9;7;4;2
ID_294;41,36;2,17;2022-01-15T00:00:00;3;2;8;9;2
ID_295;41,31;2,14;2022-03-11T00:00:00;7;9;6;0;2
ID_296;41,35;2,17;2022-02-21T00:00:00;6;2;0;3;6
ID_297;41,37;2,14;2023-01-23T00:00:00;9;7;2;6;6
ID_298;41,34;2,15;2022-01-19T00:00:00;0;10;1;8;0
ID_299;41,32;2,18;2022-05-10T00:00:00;3;7;3;3;4
ID_300;41,33;2,16;2022-12-06T00:00:00;1;10;3;1;3
ID_301;41,34;2,14;2022-05-10T00:00:00;6;8;0;10;8
ID_302;41,31;2,15;2022-06-22T00:00:00;8;8;3;8;9
ID_303;41,37;2,18;2022-05-21T00:00:00;10;8;7;2;8
ID_304;41,37;2,14;2022-09-04T00:00:00;2;0;8;3;1
ID_305;41,37;2,15;2022-02-21T00:00:00;1;7;4;6;2
ID_306;41,30;2,18;2022-07-17T00:00:00;7;0;0;6;1
ID_307;41,29;2,15;2023-01-21T00:00:00;6;4;3;7;0
ID_308;41,34;2,16;2023-03-01T00:00:00;2;8;2;7;9
ID_309;41,29;2,15;2022-10-20T00:00:00;9;1;10;4;0
ID_310;41,36;2,16;2022-09-03T00:00:00;3;9;2;4;5
ID_311;41,33;2,17;2023-01-20T00:00:00;2;10;7;7;2
ID_312;41,30;2,17;2023-02-05T00:00:00;9;4;7;3;5
ID_313;41,34;2,18;2022-07-13T00:00:00;1;0;10;1;7
ID_314;41,37;2,17;2022-08-19T00:00:00;0;9;7;3;2
ID_315;41,32;2,15;2023-02-26T00:00:00;7;0;2;1;8
ID_316;41,32;2,16;2022-11-23T00:00:00;1;9;9;4;9
ID_317;41,34;2,15;2023-02-19T00:00:00;9;0;1;0;3
ID_318;41,31;2,17;2022-08-30T00:00:00;6;3;8;8;1
ID_319;41,33;2,18;2022-06-05T00:00:00;5;4;5;2;3
ID_320;41,36;2,16;2022-12-25T00:00:00;10;1;7;7;5
ID_321;41,31;2,14;2022-04-14T00:00:00;6;10;8;6;6
ID_322;41,35;2,18;2022-06-24T00:00:00;3;1;8;8;10
ID_323;41,29;2,18;2023-01-28T00:00:00;6;6;0;4;8
ID_324;41,32;2,16;2022-12-29T00:00:00;7;4;0;2;10
ID_325;41,32;2,16;2022-03-16T00:00:00;5;10;5;8;5
ID_326;41,35;2,16;2022-03-19T00:00:00;2;9;3;5;7
ID_327;41,33;2,18;2022-08-09T00:00:00;4;6;4;3;10
ID_328;41,33;2,17;2023-02-20T00:00:00;7;8;7;0;4
ID_329;41,35;2,17;2022-05-06T00:00:00;4;10;10;6;8
ID_330;41,35;2,15;2022-06-23T00:00:00;10;8;3;8;10
ID_331;41,30;2,14;2022-05-21T00:00:00;10;2;1;6;4
ID_332;41,29;2,17;2022-11-28T00:00:00;10;2;9;5;4
ID_333;41,32;2,14;2022-06-25T00:00:00;9;1;1;10;6
ID_334;41,29;2,17;2022-10-22T00:00:00;0;9;5;8;0
ID_335;41,34;2,15;2022-07-31T00:00:00;10;9;1;1;7
ID_336;41,37;2,16;2022-02-16T00:00:00;8;3;6;7;4
ID_337;41,32;2,15;2022-02-22T00:00:00;0;5;3;3;9
ID_338;41,32;2,14;2022-04-20T00:00:00;0;1;7;1;6
ID_339;41,35;2,17;2023-01-07T00:00:00;8;9;4;2;8
ID_340;41,35;2,15;2022-08-03T00:00:00;5;3;10;8;10
ID_341;41,36;2,14;2022-10-07T00:00:00;2;1;1;5;3
ID_342;41,29;2,16;2022-06-28T00:00:00;8;1;8;0;6
ID_343;41,33;2,15;2022-03-07T00:00:00;3;3;7;8;1
ID_344;41,34;2,18;2022-03-07T00:00:00;0;6;8;6;3
ID_345;41,33;2,15;2022-05-21T00:00:00;1;8;6;7;0
ID_346;41,36;2,15;2022-02-12T00:00:00;4;1;9;0;7
ID_347;41,32;2,17;2023-01-11T00:00:00;9;5;10;6;3
ID_348;41,35;2,18;2022-06-28T00:00:00;5;2;9;4;3
ID_349;41,37;2,17;2022-01-11T00:00:00;0;0;9;8;10
ID_350;41,37;2,14;2022-03-05T00:00:00;2;3;9;1;5
ID_351;41,37;2,17;2023-02-03T00:00:00;4;9;3;1;9
ID_352;41,37;2,18;2023-01-01T00:00:00;8;8;8;10;6
ID_353;41,34;2,14;2022-12-17T00:00:00;10;1;4;8;5
ID_354;41,34;2,15;2022-11-26T00:00:00;0;4;8;6;8
ID_355;41,34;2,16;2022-03-14T00:00:00;8;8;3;7;10
ID_356;41,33;2,16;2022-04-13T00:00:00;1;0;4;8;0
ID_357;41,37;2,16;2022-03-26T00:00:00;3;0;1;5;2
ID_358;41,37;2,14;2022-03-09T00:00:00;9;7;10;5;2
ID_359;41,30;2,14;2022-04-21T00:00:00;6;9;4;4;4
ID_360;41,35;2,14;2023-02-25T00:00:00;0;4;3;2;5
ID_361;41,33;2,17;2022-08-29T00:00:00;5;5;0;10;3
ID_362;41,36;2,14;2022-11-12T00:00:00;3;7;0;1;2
ID_363;41,32;2,16;2023-01-19T00:00:00;7;7;8;3;6
ID_364;41,35;2,16;2022-09-29T00:00:00;9;6;9;6;7
ID_365;41,36;2,18;2022-02-10T00:00:00;1;4;5;3;4
ID_366;41,35;2,18;2022-12-01T00:00:00;5;7;0;1;9
ID_367;41,36;2,16;2022-12-15T00:00:00;5;4;0;8;2
ID_368;41,36;2,15;2022-10-11T00:00:00;5;9;6;5;3
ID_369;41,31;2,16;2022-05-07T00:00:00;4;0;7;2;0
ID_370;41,30;2,15;2022-12-03T00:00:00;4;4;3;8;8
ID_371;41,30;2,15;2022-09-03T00:00:00;7;7;4;8;3
ID_372;41,33;2,18;2022-03-23T00:00:00;3;6;2;3;9
ID_373;41,29;2,15;2022-01-05T00:00:00;7;0;7;1;10
ID_374;41,31;2,16;2022-02-27T00:00:00;1;1;2;1;2
ID_375;41,37;2,14;2022-04-27T00:00:00;3;3;0;6;4
ID_376;41,34;2,18;2023-02-13T00:00:00;2;3;7;2;10
ID_377;41,30;2,14;2022-09-16T00:00:00;0;10;10;1;6
ID_378;41,30;2,15;2022-03-05T00:00:00;7;2;1;8;0
ID_379;41,36;2,15;2022-07-02T00:00:00;0;1;0;0;9
ID_380;41,35;2,17;2022-01-02T00:00:00;10;9;1;9;4
ID_381;41,29;2,16;2022-03-13T00:00:00;9;0;8;5;8
ID_382;41,35;2,15;2022-06-18T00:00:00;7;8;4;3;3
ID_383;41,37;2,16;2022-10-31T00:00:00;4;2;5;3;3
ID_384;41,34;2,14;2022-03-24T00:00:00;8;1;10;8;10
ID_385;41,37;2,14;2022-05-25T00:00:00;2;1;7;5;7
ID_386;41,35;2,15;2022-07-19T00:00:00;7;3;4;2;6
ID_387;41,37;2,16;2022-06-12T00:00:00;1;4;5;6;6
