id;lat;lng;time;plastico objeto ;medusas;otros;plastico agregados;boyas
ID_75;41,32;2,15;2022-02-19T00:00:00;6;8;3;9;0
ID_76;41,34;2,17;2022-01-30T00:00:00;0;6;7;10;10
ID_77;41,32;2,14;2022-11-03T00:00:00;3;10;5;4;7
ID_78;41,35;2,18;2022-04-05T00:00:00;8;6;5;2;7
ID_79;41,30;2,18;2022-02-18T00:00:00;9;8;7;4;10
ID_80;41,30;2,16;2022-04-17T00:00:00;10;5;1;3;9
ID_81;41,36;2,17;2022-11-25T00:00:00;10;2;7;6;3
ID_82;41,36;2,16;2022-04-30T00:00:00;4;5;3;9;4
ID_83;41,36;2,17;2023-01-29T00:00:00;9;9;8;9;1
ID_84;41,33;2,18;2022-01-13T00:00:00;10;5;2;5;10
ID_85;41,37;2,16;2022-01-09T00:00:00;5;9;8;4;7
ID_86;41,29;2,14;2023-02-13T00:00:00;2;10;10;10;7
ID_87;41,30;2,16;2022-11-17T00:00:00;0;7;4;7;10
ID_88;41,31;2,14;2023-02-25T00:00:00;7;0;2;7;8
ID_89;41,33;2,14;2022-11-13T00:00:00;0;4;9;7;7
ID_90;41,29;2,15;2022-12-06T00:00:00;1;8;10;6;10
ID_91;41,29;2,17;2023-02-03T00:00:00;2;3;0;1;9
ID_92;41,31;2,14;2022-06-09T00:00:00;1;6;8;4;0
ID_93;41,36;2,16;2022-01-29T00:00:00;0;10;9;8;0
ID_94;41,34;2,14;2022-04-04T00:00:00;6;2;4;5;8
ID_95;41,33;2,17;2023-02-16T00:00:00;6;4;1;6;10
ID_96;41,31;2,15;2022-01-29T00:00:00;1;10;2;1;4
ID_97;41,37;2,18;2022-04-26T00:00:00;7;1;9;7;10
ID_98;41,31;2,15;2022-03-27T00:00:00;3;2;4;10;4
ID_99;41,37;2,15;2023-02-07T00:00:00;2;5;5;0;1
ID_100;41,29;2,18;2022-01-22T00:00:00;10;9;2;9;0
ID_101;41,30;2,15;2022-07-26T00:00:00;9;6;8;0;2
ID_102;41,33;2,18;2023-02-11T00:00:00;9;1;0;9;5
ID_103;41,30;2,17;2023-01-17T00:00:00;5;4;10;10;7
ID_104;41,36;2,18;2022-02-03T00:00:00;7;3;4;10;0
ID_105;41,33;2,15;2022-04-10T00:00:00;5;5;7;7;10
ID_106;41,36;2,14;2022-07-18T00:00:00;6;8;4;6;10
ID_107;41,30;2,18;2022-09-07T00:00:00;2;1;4;10;1
ID_108;41,35;2,17;2022-06-07T00:00:00;10;9;10;8;0
ID_109;41,36;2,15;2023-02-14T00:00:00;7;9;8;7;7
ID_110;41,30;2,16;2022-10-09T00:00:00;4;9;6;7;5
ID_111;41,34;2,16;2022-04-28T00:00:00;5;8;2;10;0
ID_112;41,36;2,15;2022-08-08T00:00:00;1;0;4;6;8
ID_113;41,36;2,18;2022-10-16T00:00:00;0;6;10;10;5
ID_114;41,34;2,16;2022-07-05T00:00:00;6;7;10;10;3
ID_115;41,35;2,17;2022-09-08T00:00:00;2;6;0;4;5
ID_116;41,30;2,15;2022-09-07T00:00:00;8;7;8;0;3
ID_117;41,31;2,14;2022-09-03T00:00:00;10;9;6;4;0
ID_118;41,31;2,15;2022-09-23T00:00:00;0;10;0;3;1
ID_119;41,31;2,18;2022-01-18T00:00:00;6;4;1;6;6
ID_120;41,34;2,15;2022-04-04T00:00:00;5;10;7;10;5
ID_121;41,31;2,14;2022-06-14T00:00:00;6;8;1;3;1
ID_122;41,33;2,16;2022-04-18T00:00:00;2;4;10;7;7
ID_123;41,37;2,17;2022-01-07T00:00:00;8;10;3;4;3
ID_124;41,35;2,18;2022-03-11T00:00:00;10;8;5;8;6
ID_125;41,30;2,14;2022-03-14T00:00:00;10;7;5;9;5
ID_126;41,29;2,15;2023-02-09T00:00:00;3;5;5;9;9
ID_127;41,30;2,15;2022-01-13T00:00:00;5;7;4;5;7
ID_128;41,30;2,14;2022-01-25T00:00:00;5;5;9;0;3
ID_129;41,37;2,16;2022-10-24T00:00:00;0;8;4;8;0
ID_130;41,32;2,16;2022-02-19T00:00:00;10;9;4;6;8
ID_131;41,34;2,15;2022-05-16T00:00:00;6;9;5;6;0
ID_132;41,29;2,16;2023-02-08T00:00:00;7;3;8;7;5
ID_133;41,36;2,14;2023-02-19T00:00:00;4;9;7;0;3
ID_134;41,36;2,14;2022-03-12T00:00:00;6;8;4;8;4
ID_135;41,33;2,14;2022-12-18T00:00:00;2;8;9;5;4
ID_136;41,37;2,15;2022-09-21T00:00:00;0;4;9;6;8
ID_137;41,30;2,15;2022-10-16T00:00:00;6;5;4;3;1
ID_138;41,36;2,18;2023-02-21T00:00:00;1;3;10;3;6
ID_139;41,35;2,18;2022-05-09T00:00:00;0;8;5;5;6
ID_140;41,34;2,18;2022-07-27T00:00:00;4;9;4;1;3
ID_141;41,30;2,16;2022-07-21T00:00:00;6;6;8;7;10
ID_142;41,33;2,15;2022-08-08T00:00:00;1;1;1;3;4
ID_143;41,31;2,17;2022-08-11T00:00:00;7;9;5;6;1
ID_144;41,31;2,16;2023-02-23T00:00:00;6;2;9;8;2
ID_145;41,33;2,17;2022-04-13T00:00:00;2;9;9;7;5
ID_146;41,33;2,15;2022-06-20T00:00:00;2;1;10;5;6
ID_147;41,37;2,14;2022-10-10T00:00:00;3;8;6;4;4
ID_148;41,35;2,14;2023-01-03T00:00:00;3;5;1;8;0
ID_149;41,35;2,17;2022-10-29T00:00:00;0;3;5;9;2
ID_150;41,35;2,16;2022-11-23T00:00:00;3;2;6;7;8
ID_151;41,32;2,16;2022-10-29T00:00:00;9;4;9;8;8
ID_152;41,29;2,15;2022-09-16T00:00:00;0;7;4;4;5
ID_153;41,29;2,14;2022-08-24T00:00:00;5;4;2;5;1
ID_154;41,32;2,14;2022-10-11T00:00:00;7;1;4;2;3
ID_155;41,36;2,16;2022-08-01T00:00:00;7;9;2;8;7
ID_156;41,34;2,17;2022-02-06T00:00:00;8;10;8;2;6
ID_157;41,30;2,14;2022-07-28T00:00:00;0;4;6;10;4
ID_158;41,32;2,14;2022-02-10T00:00:00;10;9;6;6;10
ID_159;41,37;2,18;2022-03-30T00:00:00;6;7;6;7;5
ID_160;41,37;2,17;2022-12-14T00:00:00;10;6;1;7;5
ID_161;41,31;2,16;2022-10-05T00:00:00;4;2;10;0;5
ID_162;41,36;2,15;2022-08-20T00:00:00;0;10;8;10;10
ID_163;41,29;2,16;2022-11-26T00:00:00;6;7;10;2;1
ID_164;41,33;2,14;2022-09-01T00:00:00;6;6;3;0;2
ID_165;41,33;2,15;2023-02-22T00:00:00;10;7;8;9;3
ID_166;41,29;2,15;2022-02-05T00:00:00;3;7;3;2;5
ID_167;41,37;2,15;2022-09-14T00:00:00;1;10;6;4;7
ID_168;41,33;2,17;2022-07-26T00:00:00;10;0;6;4;0
ID_169;41,36;2,17;2022-01-03T00:00:00;8;4;2;3;2
ID_170;41,36;2,16;2022-09-27T00:00:00;7;4;3;2;7
ID_171;41,33;2,17;2022-02-12T00:00:00;9;3;5;8;3
ID_172;41,37;2,15;2022-06-01T00:00:00;2;5;4;8;6
ID_173;41,35;2,17;2022-09-01T00:00:00;1;10;3;10;6
ID_174;41,29;2,14;2023-01-24T00:00:00;1;4;6;9;6
ID_175;41,29;2,16;2022-12-08T00:00:00;2;2;5;2;6
ID_176;41,30;2,17;2022-06-13T00:00:00;2;7;2;1;9
ID_177;41,29;2,14;2022-10-18T00:00:00;6;2;10;9;7
ID_178;41,34;2,15;2022-04-30T00:00:00;7;3;8;0;5
ID_179;41,35;2,15;2022-02-03T00:00:00;2;6;5;8;5
ID_180;41,37;2,16;2022-10-12T00:00:00;8;10;6;3;3
ID_181;41,32;2,17;2022-04-17T00:00:00;6;5;1;1;5
ID_182;41,32;2,18;2023-01-23T00:00:00;3;9;3;1;4
ID_183;41,36;2,18;2022-01-31T00:00:00;4;1;4;10;7
ID_184;41,33;2,15;2022-10-03T00:00:00;1;0;7;2;2
ID_185;41,32;2,18;2023-01-20T00:00:00;0;3;4;9;7
ID_186;41,33;2,14;2022-06-11T00:00:00;8;8;1;9;10
ID_187;41,33;2,16;2022-03-07T00:00:00;8;1;9;9;6
ID_188;41,32;2,16;2022-05-02T00:00:00;8;8;5;4;6
ID_189;41,32;2,16;2022-09-02T00:00:00;1;10;10;3;9
ID_190;41,32;2,17;2022-06-27T00:00:00;9;5;0;4;4
ID_191;41,29;2,15;2022-09-08T00:00:00;7;1;8;2;7
ID_192;41,30;2,15;2022-04-01T00:00:00;2;1;10;9;10
ID_193;41,33;2,18;2023-02-06T00:00:00;8;2;5;6;2
ID_194;41,36;2,15;2022-07-02T00:00:00;7;9;10;7;4
ID_195;41,29;2,16;2022-01-09T00:00:00;8;8;4;10;6
ID_196;41,31;2,16;2022-05-31T00:00:00;7;5;6;2;10
ID_197;41,29;2,18;2022-07-17T00:00:00;0;8;7;0;3
ID_198;41,34;2,15;2022-03-30T00:00:00;8;3;1;6;2
ID_199;41,33;2,16;2023-02-08T00:00:00;7;8;3;7;6
ID_200;41,32;2,18;2022-02-07T00:00:00;1;4;4;6;9
ID_201;41,32;2,16;2022-07-17T00:00:00;7;7;4;5;9
ID_202;41,34;2,17;2022-10-14T00:00:00;6;8;1;8;4
ID_203;41,31;2,18;2022-04-20T00:00:00;5;3;0;4;0
ID_204;41,31;2,14;2022-07-09T00:00:00;2;0;8;0;8
ID_205;41,32;2,14;2022-08-19T00:00:00;8;3;9;2;10
ID_206;41,32;2,16;2022-05-26T00:00:00;3;1;0;7;9
ID_207;41,29;2,17;2022-10-14T00:00:00;0;6;10;5;3
ID_208;41,34;2,16;2022-07-14T00:00:00;1;7;6;7;7
ID_209;41,29;2,16;2023-02-20T00:00:00;6;8;0;0;1
ID_210;41,37;2,16;2022-12-08T00:00:00;1;0;5;4;4
ID_211;41,29;2,18;2022-04-16T00:00:00;4;5;2;5;6
ID_212;41,29;2,14;2022-06-20T00:00:00;5;9;4;8;1
ID_213;41,35;2,18;2022-02-04T00:00:00;0;2;6;6;9
ID_214;41,37;2,17;2022-09-15T00:00:00;7;7;0;5;2
ID_215;41,29;2,15;2022-10-24T00:00:00;6;1;4;4;3
ID_216;41,36;2,17;2022-12-09T00:00:00;2;9;1;9;3
ID_217;41,35;2,14;2023-02-01T00:00:00;5;4;3;3;10
ID_218;41,31;2,15;2022-09-01T00:00:00;9;8;9;2;6
ID_219;41,37;2,15;2022-05-28T00:00:00;5;10;2;2;2
ID_220;41,37;2,16;2022-06-10T00:00:00;1;5;7;7;7
ID_221;41,31;2,17;2022-01-09T00:00:00;7;6;7;10;8
ID_222;41,29;2,14;2022-11-09T00:00:00;9;2;10;0;3
ID_223;41,37;2,14;2023-02-05T00:00:00;3;6;0;7;1
ID_224;41,37;2,17;2022-08-27T00:00:00;9;3;6;9;4
ID_225;41,36;2,18;2022-09-17T00:00:00;10;0;1;6;4
ID_226;41,34;2,18;2022-07-12T00:00:00;3;1;7;1;9
ID_227;41,33;2,17;2022-10-14T00:00:00;5;10;1;3;0
ID_228;41,32;2,14;2022-12-19T00:00:00;3;4;10;5;5
ID_229;41,34;2,14;2022-01-17T00:00:00;1;4;5;0;0
ID_230;41,36;2,16;2022-03-29T00:00:00;2;10;8;0;6
ID_231;41,30;2,18;2022-09-09T00:00:00;4;10;0;7;5
ID_232;41,33;2,17;2022-06-13T00:00:00;7;2;4;9;6
ID_233;41,36;2,14;2022-02-06T00:00:00;0;2;3;8;10
ID_234;41,29;2,15;2022-09-13T00:00:00;10;0;5;0;2
ID_235;41,30;2,17;2023-01-30T00:00:00;7;10;10;6;8
ID_236;41,36;2,15;2022-07-12T00:00:00;2;2;0;3;1
ID_237;41,37;2,18;2022-01-18T00:00:00;2;3;3;8;9
ID_238;41,36;2,17;2022-11-23T00:00:00;0;1;4;5;7
ID_239;41,35;2,17;2022-12-04T00:00:00;8;4;7;4;10
ID_240;41,33;2,17;2022-12-01T00:00:00;0;10;7;5;0
ID_241;41,35;2,17;2022-05-21T00:00:00;9;2;3;8;1
ID_242;41,29;2,14;2022-12-17T00:00:00;4;6;4;9;5
ID_243;41,34;2,17;2022-07-19T00:00:00;9;2;4;4;2
ID_244;41,37;2,16;2022-12-23T00:00:00;0;8;10;5;5
ID_245;41,37;2,16;2022-02-24T00:00:00;10;6;7;9;2
ID_246;41,34;2,14;2022-12-20T00:00:00;6;2;7;3;7
ID_247;41,35;2,15;2023-01-24T00:00:00;3;1;6;10;2
ID_248;41,36;2,17;2022-07-15T00:00:00;1;6;4;9;4
ID_249;41,37;2,15;2023-03-01T00:00:00;3;1;9;4;6
ID_250;41,36;2,18;2023-01-18T00:00:00;6;4;8;6;9
ID_251;41,35;2,17;2022-08-08T00:00:00;4;1;8;4;1
ID_252;41,32;2,16;2023-01-11T00:00:00;3;5;6;0;7
ID_253;41,35;2,17;2022-04-20T00:00:00;8;5;8;6;10
ID_254;41,37;2,15;2022-02-09T00:00:00;8;0;0;2;5
ID_255;41,37;2,14;2022-07-24T00:00:00;10;0;6;0;9
ID_256;41,29;2,15;2022-03-18T00:00:00;0;7;9;7;0
ID_257;41,29;2,15;2022-10-29T00:00:00;9;7;2;3;10
ID_258;41,35;2,14;2022-07-21T00:00:00;7;2;5;5;8
ID_259;41,32;2,16;2022-04-05T00:00:00;5;9;3;5;9
ID_260;41,29;2,15;2022-03-19T00:00:00;10;4;6;7;4
ID_261;41,33;2,16;2022-04-21T00:00:00;1;0;8;2;9
ID_262;41,37;2,18;2022-02-27T00:00:00;2;10;1;3;5
ID_263;41,34;2,18;2022-08-10T00:00:00;9;9;4;9;2
ID_264;41,30;2,15;2022-06-20T00:00:00;4;7;0;2;6
ID_265;41,29;2,14;2022-12-03T00:00:00;6;0;4;6;7
ID_266;41,33;2,18;2023-02-11T00:00:00;7;9;6;9;2
ID_267;41,31;2,15;2022-06-29T00:00:00;0;4;6;7;5
ID_268;41,30;2,16;2022-10-13T00:00:00;4;6;10;10;2
ID_269;41,34;2,17;2022-09-30T00:00:00;2;8;2;6;9
ID_270;41,36;2,15;2022-02-08T00:00:00;7;1;0;3;3
ID_271;41,37;2,14;2022-04-17T00:00:00;10;8;2;10;7
ID_272;41,30;2,18;2022-04-15T00:00:00;7;2;4;7;10
ID_273;41,31;2,16;2022-07-06T00:00:00;9;7;8;1;7
ID_274;41,32;2,15;2022-07-08T00:00:00;3;5;3;0;2
ID_275;41,35;2,18;2022-11-30T00:00:00;0;1;7;6;7
ID_276;41,31;2,15;2022-07-30T00:00:00;10;5;6;10;0
ID_277;41,37;2,14;2022-10-26T00:00:00;4;2;4;7;8
ID_278;41,29;2,15;2022-09-01T00:00:00;10;1;7;1;8
ID_279;41,33;2,14;2022-04-25T00:00:00;5;5;1;0;6
ID_280;41,29;2,18;2022-05-05T00:00:00;9;0;4;2;7
ID_281;41,35;2,18;2022-05-04T00:00:00;10;7;2;5;10
ID_282;41,34;2,17;2022-12-20T00:00:00;1;10;5;3;10
ID_283;41,34;2,14;2022-12-14T00:00:00;2;6;5;0;3
ID_284;41,37;2,17;2022-10-24T00:00:00;2;1;4;8;7
ID_285;41,37;2,17;2022-11-22T00:00:00;7;5;10;0;2
ID_286;41,34;2,15;2023-02-27T00:00:00;10;5;4;2;6
ID_287;41,29;2,18;2022-08-15T00:00:00;1;6;8;0;3
ID_288;41,30;2,16;2022-12-10T00:00:00;3;7;3;4;6
ID_289;41,34;2,17;2022-04-09T00:00:00;6;4;0;5;6
ID_290;41,35;2,18;2022-10-09T00:00:00;0;10;4;5;4
ID_291;41,35;2,17;2023-02-16T00:00:00;6;5;5;4;6
ID_292;41,36;2,14;2022-07-25T00:00:00;9;7;7;3;10
ID_293;41,35;2,16;2022-11-06T00:00:00;5;4;0;6;0
ID_294;41,35;2,17;2022-05-18T00:00:00;1;6;1;10;7
ID_295;41,29;2,15;2022-09-25T00:00:00;10;7;6;9;3
ID_296;41,29;2,15;2022-06-05T00:00:00;4;9;4;0;4
ID_297;41,34;2,15;2022-11-30T00:00:00;7;5;8;7;9
ID_298;41,35;2,16;2022-02-04T00:00:00;3;0;5;8;7
ID_299;41,30;2,15;2022-02-28T00:00:00;10;8;0;5;2
ID_300;41,36;2,14;2022-10-24T00:00:00;2;6;0;7;2
ID_301;41,31;2,17;2022-06-02T00:00:00;10;7;9;3;10
ID_302;41,32;2,15;2022-08-07T00:00:00;2;1;9;5;2
ID_303;41,33;2,17;2023-02-06T00:00:00;4;7;3;4;10
ID_304;41,33;2,14;2022-02-02T00:00:00;10;7;9;5;2
ID_305;41,33;2,17;2022-05-04T00:00:00;6;2;0;4;8
ID_306;41,33;2,15;2022-09-06T00:00:00;9;0;0;2;8
ID_307;41,34;2,17;2022-06-06T00:00:00;2;0;4;9;9
ID_308;41,33;2,16;2022-04-07T00:00:00;8;7;1;9;7
ID_309;41,33;2,17;2022-05-22T00:00:00;0;8;5;5;7
ID_310;41,33;2,17;2022-10-27T00:00:00;7;2;6;4;0
ID_311;41,34;2,16;2022-02-14T00:00:00;1;10;9;1;5
ID_312;41,35;2,17;2022-03-25T00:00:00;1;0;10;9;5
ID_313;41,30;2,18;2022-01-09T00:00:00;8;1;5;10;5
ID_314;41,31;2,15;2022-12-23T00:00:00;10;9;9;1;6
ID_315;41,37;2,15;2022-07-21T00:00:00;6;0;8;1;5
ID_316;41,35;2,16;2022-06-21T00:00:00;1;7;1;3;2
ID_317;41,31;2,17;2022-11-22T00:00:00;8;5;10;4;4
ID_318;41,32;2,17;2022-01-05T00:00:00;7;6;0;1;2
ID_319;41,35;2,17;2022-10-31T00:00:00;6;8;8;8;6
ID_320;41,36;2,18;2022-05-26T00:00:00;4;3;10;8;0
ID_321;41,35;2,14;2022-06-27T00:00:00;3;10;10;7;3
ID_322;41,29;2,17;2022-06-07T00:00:00;6;3;4;2;1
ID_323;41,32;2,15;2022-10-03T00:00:00;9;0;0;7;1
ID_324;41,35;2,18;2022-02-22T00:00:00;4;8;2;7;8
ID_325;41,35;2,17;2022-05-14T00:00:00;8;8;2;4;2
ID_326;41,36;2,18;2022-11-07T00:00:00;1;0;0;10;5
ID_327;41,32;2,14;2022-06-20T00:00:00;2;5;6;8;9
ID_328;41,34;2,18;2023-02-19T00:00:00;3;3;5;1;5
ID_329;41,31;2,14;2022-10-23T00:00:00;3;7;9;2;5
ID_330;41,37;2,18;2023-02-03T00:00:00;1;2;1;9;3
ID_331;41,37;2,16;2022-01-01T00:00:00;8;5;0;7;2
ID_332;41,30;2,14;2022-10-15T00:00:00;7;4;8;10;9
ID_333;41,35;2,15;2022-09-26T00:00:00;9;10;2;6;3
ID_334;41,36;2,17;2022-01-28T00:00:00;6;5;10;9;10
ID_335;41,37;2,14;2022-10-24T00:00:00;3;5;3;5;4
ID_336;41,34;2,18;2022-11-24T00:00:00;5;5;4;7;9
ID_337;41,35;2,15;2022-08-13T00:00:00;2;4;1;5;2
ID_338;41,36;2,18;2022-06-24T00:00:00;0;3;7;8;1
ID_339;41,34;2,16;2022-02-16T00:00:00;5;0;2;5;7
ID_340;41,35;2,14;2023-02-04T00:00:00;0;4;0;1;0
ID_341;41,34;2,16;2022-10-30T00:00:00;2;7;6;9;8
ID_342;41,35;2,15;2022-08-20T00:00:00;4;7;5;8;7
ID_343;41,33;2,15;2022-06-12T00:00:00;2;4;7;10;7
ID_344;41,34;2,16;2022-04-11T00:00:00;3;7;4;3;3
ID_345;41,37;2,18;2023-01-29T00:00:00;1;0;2;10;4
ID_346;41,33;2,16;2022-08-12T00:00:00;3;9;10;7;10
ID_347;41,31;2,15;2023-02-19T00:00:00;5;7;8;9;5
ID_348;41,29;2,17;2022-03-18T00:00:00;1;0;9;10;3
ID_349;41,32;2,14;2022-01-30T00:00:00;0;5;8;3;4
ID_350;41,36;2,18;2022-08-07T00:00:00;8;0;6;10;7
ID_351;41,30;2,18;2022-09-19T00:00:00;2;7;5;2;6
ID_352;41,30;2,15;2022-09-13T00:00:00;9;6;0;10;8
ID_353;41,32;2,14;2022-03-17T00:00:00;3;4;5;4;2
ID_354;41,33;2,18;2022-05-04T00:00:00;2;8;10;3;1
ID_355;41,34;2,18;2022-04-07T00:00:00;8;1;5;8;6
ID_356;41,34;2,17;2022-06-30T00:00:00;2;4;10;6;1
ID_357;41,30;2,14;2022-10-02T00:00:00;1;1;5;6;1
ID_358;41,29;2,17;2023-01-20T00:00:00;10;6;5;3;2
ID_359;41,33;2,14;2022-05-18T00:00:00;2;0;3;1;3
ID_360;41,33;2,15;2022-07-25T00:00:00;5;0;2;3;5
ID_361;41,32;2,16;2022-02-10T00:00:00;8;6;0;6;4
ID_362;41,32;2,18;2022-11-04T00:00:00;8;9;3;9;2
ID_363;41,35;2,18;2022-06-03T00:00:00;3;6;2;0;6
ID_364;41,31;2,16;2022-06-18T00:00:00;3;4;3;1;0
ID_365;41,35;2,18;2022-12-24T00:00:00;9;0;0;5;9
ID_366;41,30;2,14;2022-06-24T00:00:00;1;3;4;5;8
ID_367;41,37;2,18;2022-01-25T00:00:00;7;9;3;2;3
ID_368;41,35;2,15;2022-11-28T00:00:00;4;2;0;5;7
ID_369;41,36;2,17;2022-09-30T00:00:00;4;9;7;10;10
ID_370;41,29;2,15;2022-03-27T00:00:00;4;7;7;2;2
ID_371;41,36;2,14;2023-01-02T00:00:00;0;7;3;9;3
ID_372;41,31;2,16;2022-02-07T00:00:00;3;4;4;9;7
ID_373;41,32;2,14;2022-01-03T00:00:00;2;3;6;1;8
ID_374;41,31;2,18;2022-01-02T00:00:00;10;1;4;3;3
ID_375;41,31;2,18;2022-08-14T00:00:00;10;10;5;7;10
ID_376;41,34;2,16;2022-06-11T00:00:00;6;8;4;7;2
ID_377;41,31;2,14;2022-09-15T00:00:00;1;1;4;5;1
ID_378;41,34;2,18;2022-02-24T00:00:00;4;10;4;1;10
ID_379;41,31;2,16;2022-06-28T00:00:00;2;7;1;1;1
ID_380;41,35;2,18;2022-05-13T00:00:00;8;0;8;4;3
ID_381;41,37;2,14;2022-01-04T00:00:00;3;0;8;7;1
ID_382;41,37;2,14;2022-01-26T00:00:00;7;1;6;2;9
ID_383;41,31;2,16;2022-11-07T00:00:00;9;10;0;3;2
ID_384;41,34;2,14;2022-02-23T00:00:00;1;10;8;6;5
ID_385;41,36;2,16;2022-07-29T00:00:00;5;9;6;7;5
ID_386;41,32;2,16;2022-06-12T00:00:00;0;3;0;8;8
ID_387;41,35;2,15;2022-05-06T00:00:00;1;10;7;5;6
